location,sqft,bedrooms,bathrooms,age,price
Rural,3681,1,4,8,764533.1787787955
Rural,5322,5,3,58,1164509.8197938711
Rural,4706,3,2,80,947695.5248516244
Rural,4894,3,1,59,1070506.5412236284
Urban,4163,7,2,75,2348221.1880307267
Rural,2997,3,4,32,702386.2086496091
Rural,5613,4,4,39,1291390.8350654792
Rural,524,6,2,97,226321.1858805981
Rural,2410,1,3,53,573302.4492285817
Rural,1683,2,1,80,410448.2021313132
Suburban,3853,7,1,85,1665746.5011783543
Urban,2561,6,5,25,1814088.7910146848
Rural,2461,3,1,69,567198.4681262962
Suburban,650,6,4,82,602237.4259344814
Suburban,4805,3,2,39,1885789.312710451
Urban,2287,1,3,77,1076677.8885404093
Suburban,3151,5,1,2,1501530.6985939632
Suburban,4501,4,2,76,1819715.021451322
Rural,698,5,3,72,430769.69277855864
Rural,3596,5,2,68,747886.6637625175
Urban,2060,4,2,19,1260357.7692739777
Suburban,4487,4,3,82,1754553.2977976257
Rural,5003,2,4,15,1098289.7594437646
Rural,3828,3,4,41,802134.4267476482
Suburban,794,1,1,32,448645.20310295816
Suburban,1019,3,4,51,772026.1297475882
Rural,4393,5,5,71,1058043.4160029956
Rural,1283,4,3,32,537080.0588566674
Suburban,4953,4,3,8,2019369.4329572036
Rural,3249,5,4,16,889869.5812350943
Rural,5967,7,4,72,1328685.3267276047
Urban,3742,6,3,30,2121686.3811418237
Rural,1583,4,5,86,478325.1873862396
Suburban,3589,1,1,17,1338019.1264936381
Suburban,3919,6,1,79,1607884.2647559335
Rural,4601,6,4,15,1176382.3198531207
Rural,511,4,2,78,251151.026295172
Suburban,2257,3,3,56,990444.1597789328
Rural,2242,6,4,15,728010.2998588446
Urban,2667,7,1,49,1736294.023148027
Rural,5322,1,5,99,1053636.8120858583
Suburban,2801,1,4,68,1123344.361442892
Urban,2063,2,1,96,966678.8380423376
Rural,4398,4,2,42,950700.5381732038
Urban,1082,2,4,9,934596.4933598564
Urban,4111,1,4,5,1920433.0171038196
Urban,3819,3,1,22,1991349.673757304
Urban,5731,1,2,98,2455842.352504724
Suburban,1729,6,3,57,1158429.1478431786
Suburban,2760,2,4,93,1115762.4135573353
Rural,975,4,5,70,430102.47188341344
Suburban,3721,5,2,94,1573126.5469394475
Urban,3051,3,5,79,1763544.5665592183
Urban,3533,4,4,88,1866628.4472050075
Rural,2227,7,1,2,741248.4716226482
Urban,4007,1,3,77,1849083.9522303964
Urban,689,4,5,26,918295.5886154703
Rural,4833,2,2,42,1082831.3837588003
Suburban,4082,7,1,5,1822248.229337918
Urban,3790,6,5,44,2270605.392522899
Suburban,1316,4,1,27,676176.4804674794
Suburban,4496,5,2,21,1965678.8928662708
Suburban,5596,5,3,84,2261528.0204590354
Suburban,2079,6,3,49,1261678.51003628
Suburban,5807,4,5,24,2356892.0387915554
Suburban,3922,5,1,21,1778694.654715297
Urban,4359,2,5,23,2314161.9433418093
Suburban,3034,7,4,85,1604980.0058043345
Rural,1196,7,3,15,560769.4229124875
Suburban,1343,2,4,66,814601.9906323103
Rural,5601,1,4,94,1168451.2062686363
Suburban,5488,2,3,53,2035888.331990216
Suburban,4241,1,4,52,1678057.5923814569
Urban,5974,5,1,81,2703287.244440682
Suburban,3537,1,1,70,1258248.562300341
Suburban,5557,1,2,22,1965866.1535781045
Suburban,838,2,4,33,545934.9585717417
Rural,5699,6,3,87,1224907.4710257102
Urban,5671,6,2,77,2739800.386614843
Urban,837,7,3,26,1090579.6572133899
Urban,3063,5,3,98,1682745.8161433458
Urban,4719,4,3,26,2327656.528874405
Rural,1066,1,2,13,299158.15112292225
Rural,5030,7,1,39,1065052.4062071866
Urban,3334,6,2,66,1815615.068370705
Suburban,5405,1,2,58,1833457.179142949
Suburban,3997,1,4,41,1611583.1592881228
Urban,3411,7,5,57,2180108.991591626
Rural,5964,5,3,76,1175472.9402233802
Urban,963,4,3,75,715928.6931024601
Rural,3951,7,3,29,977859.4957338423
Rural,1853,4,3,28,451399.0155545912
Urban,3114,7,4,64,2072607.1472531373
Rural,4828,2,1,73,852569.6951381427
Rural,1027,6,5,38,481772.82663787674
Rural,547,6,5,12,402005.0018796478
Urban,4125,2,2,29,2054158.672792486
Urban,3901,7,5,88,2279419.2993261437
Suburban,1284,6,2,85,796412.4986227299
Suburban,2866,7,4,91,1560336.589123587
Suburban,3683,4,5,68,1709735.527446577
Suburban,5242,7,4,28,2427896.8275179816
Suburban,3305,7,3,100,1394380.9848098746
Rural,4553,4,4,63,1043679.350966748
Urban,1414,5,4,92,1132447.8765154956
Suburban,5559,5,2,86,2139264.7511311923
Suburban,5947,2,1,60,2107628.811767989
Rural,3948,2,3,87,924676.4510928842
Suburban,4607,7,2,86,1985047.4546892424
Urban,4396,2,5,66,2215104.7525468483
Urban,4347,7,2,40,2440811.440132174
Suburban,1627,6,2,8,1113027.303325996
Urban,4488,4,5,77,2376035.6583726243
Urban,3396,5,1,64,1785437.3519403706
Suburban,4028,5,3,16,1786304.0044858614
Rural,4524,1,5,69,968312.7000968964
Suburban,569,3,1,23,406824.6731682831
Urban,5955,1,4,20,2744662.655367293
Urban,3849,3,2,66,1844665.0844754465
Urban,2938,1,1,34,1490448.5318407305
Urban,679,2,3,74,524110.7888287349
Urban,3856,3,4,58,2069071.6522890893
Rural,3217,6,2,1,914329.3735511552
Suburban,3903,6,2,55,1705596.7642960763
Suburban,2631,1,5,14,1183807.2757881782
Rural,3995,6,1,28,993992.988772087
Rural,1426,6,5,65,581641.5063864166
Rural,4931,7,5,30,1141902.298792272
Urban,2696,3,1,47,1488875.5334703173
Rural,3640,3,3,7,941490.2220166066
Rural,1159,1,3,82,277259.0487349453
Rural,3059,3,2,19,674343.8613662889
Urban,4631,7,1,80,2441814.738731837
Urban,4373,1,3,52,2007867.4190718115
Urban,1620,7,4,66,1371292.8299425102
Suburban,4147,5,2,58,1775245.3074626527
Suburban,1691,1,4,61,773316.512615659
Rural,633,3,4,0,375918.27434252587
Urban,5802,7,4,43,2988349.8992177537
Suburban,2010,7,2,19,1193915.842495403
Urban,1366,2,5,52,948818.8823249335
Suburban,3075,1,5,21,1276150.8786097781
Rural,5135,2,2,74,963703.3555505025
Urban,2435,3,5,5,1498164.442813936
Suburban,1193,4,1,13,661918.9450856197
Urban,5576,1,3,28,2566692.6397724915
Suburban,4199,5,5,94,1802231.3779202055
Urban,605,2,2,36,494081.9662257127
Rural,3060,5,2,28,789540.8058205066
Urban,1611,2,1,71,761680.8525101743
Rural,1908,1,3,76,458935.43339548196
Urban,2860,1,3,26,1425756.7977354943
Rural,5723,1,4,39,1235014.526458457
Rural,2909,6,5,20,886008.9120266101
Rural,994,5,4,82,447467.45964219276
Rural,2612,6,1,43,609205.9996106614
Rural,5462,7,4,58,1204479.6170552105
Urban,4346,7,4,95,2449510.8055619807
Rural,5147,1,2,10,1065489.3640212792
Suburban,3665,7,5,16,2015169.7628994319
Rural,2845,6,5,11,917913.4099483239
Rural,2125,5,5,21,675753.7521483519
Rural,1326,5,3,58,465333.179827512
Rural,5830,5,2,61,1253000.7034108827
Suburban,3512,4,2,5,1610802.8112856501
Urban,1159,1,3,96,747733.6462888932
Urban,1139,5,3,48,1106366.7831692216
Rural,1819,5,4,100,394857.3687316014
Rural,5323,7,1,48,1133839.4966244868
Urban,4994,2,4,37,2343937.8535094485
Rural,3387,7,2,95,877533.6218906702
Rural,1387,5,4,71,551232.3058888477
Suburban,562,6,2,98,619197.9608634275
Rural,795,2,1,51,187241.48230561864
Rural,1026,1,3,36,278755.40510700713
Suburban,3424,3,2,100,1510300.668121941
Rural,3630,1,5,46,802309.7323549783
Urban,3980,7,3,37,2207220.2435846017
Urban,4283,2,1,30,1900335.9224406634
Suburban,3023,6,2,24,1514864.424438119
Rural,4592,2,2,75,804919.6945554293
Urban,5351,1,4,79,2512987.8692911696
Urban,2618,7,2,75,1602734.6017626899
Suburban,757,5,4,58,727474.4198453302
Urban,2592,7,4,30,1845370.3843406169
Suburban,2204,4,3,76,1048715.9594691535
Suburban,1098,5,1,88,689089.9569999189
Rural,3148,3,2,37,834007.0000725307
Rural,5711,1,5,98,1121692.8822799693
Rural,1645,6,4,3,649545.342363763
Rural,1831,5,3,34,528342.724268051
Urban,1044,1,1,28,547680.4786437459
Rural,964,6,2,24,429834.6127239934
Urban,2689,2,3,80,1337465.1529350057
Urban,1065,5,4,92,1000141.4101366929
Suburban,5637,1,3,73,2070603.7035655743
Urban,5385,7,5,80,2838841.8168970975
Urban,2297,6,4,33,1616139.351053956
Suburban,4343,6,5,57,2054997.0721118338
Suburban,992,3,2,52,629406.9052383355
Urban,4096,7,5,21,2548222.619534214
Rural,1302,2,2,62,426782.50744021585
Urban,4999,5,2,18,2655920.7339963
Urban,1870,7,4,81,1477556.5457869063
Urban,2662,3,3,99,1348876.8442532436
Rural,1046,7,5,60,612286.2511652571
Rural,3126,2,4,70,740798.7800137467
Rural,4050,4,5,79,948926.3638171119
Rural,3610,5,5,50,988618.469512044
Suburban,5220,4,1,62,1993464.93205374
Urban,4935,7,4,58,2755762.7791859675
Rural,5174,5,1,96,1089885.8291353427
Suburban,633,6,1,11,619235.3096530573
Suburban,4618,3,4,36,1951041.7265956367
Suburban,2142,7,3,47,1247939.509900834
Suburban,1995,7,4,12,1241241.7756220053
Rural,3761,4,2,79,806046.9366697608
Suburban,639,6,4,91,683846.5718171585
Urban,3294,2,2,7,1620888.6480019093
Urban,4916,6,5,100,2631860.502993482
Urban,2697,7,4,44,1804430.8811202056
Rural,792,3,2,19,278178.31723152904
Suburban,4228,7,1,36,1886627.5213451108
Rural,4301,4,2,59,939042.280323903
Suburban,3553,7,2,84,1540519.6928934257
Suburban,5003,6,4,37,2098014.9580276967
Rural,1384,6,4,41,552169.3378474875
Rural,2341,3,5,60,618550.7420501863
Urban,1583,1,2,72,735642.0936770537
Suburban,708,6,5,43,833504.11732272
Rural,5661,3,3,46,1185322.8430906788
Rural,580,6,4,73,400803.4022298827
Suburban,4049,3,4,5,1745751.1291624515
Rural,3369,2,2,24,635815.8786554118
Rural,1070,4,3,3,375558.46472570056
Urban,5671,7,2,94,2820097.818121692
Suburban,1098,7,3,98,904539.189873077
Rural,4668,6,2,44,1069152.701632718
Rural,721,6,4,68,435657.05784360226
Urban,4972,4,2,79,2430532.4214332425
Suburban,751,2,2,8,577120.2842190576
Suburban,3235,3,5,2,1595808.0080860942
Suburban,1922,1,4,22,900767.0757232921
Suburban,2505,4,5,13,1412956.3012352448
Rural,2109,3,2,86,559588.6138278401
Urban,3495,6,5,15,2177038.398703418
Urban,641,7,2,41,798594.7574857649
Urban,4489,3,5,69,2304913.227150106
Urban,650,5,2,64,794785.0817593841
Urban,2875,3,5,48,1731838.6428251166
Urban,1973,7,4,75,1518753.9371903928
Suburban,4749,2,4,97,1710667.411562183
Rural,1725,3,1,48,433213.75894093176
Rural,5293,2,1,95,1052356.3876970962
Suburban,792,6,1,21,662181.010686561
Rural,4187,6,2,78,993550.2064430373
Suburban,2281,5,2,98,1102286.3388333297
Urban,3251,1,4,53,1615509.2669499144
Urban,2838,4,4,37,1581686.3681001924
Urban,5805,2,2,80,2622074.549732509
Urban,3297,2,3,27,1692761.3329720686
Rural,5782,2,1,48,1082430.8152254545
Rural,2477,7,3,88,683577.0353814182
Urban,2745,7,2,66,1749999.4064789584
Rural,4049,3,5,16,922082.2718107472
Urban,2126,6,3,85,1411164.206105616
Rural,1833,6,2,54,482618.22940743517
Rural,2936,3,1,81,644468.2181249115
Rural,726,6,3,46,361720.1246549172
Urban,4719,3,4,0,2380043.2328394344
Urban,594,5,2,73,720211.506052623
Urban,2147,3,5,4,1555498.7542575926
Urban,5935,7,2,62,3136020.7812494924
Rural,4970,4,1,71,1091042.0400249676
Suburban,1062,4,4,44,866281.2749194304
Urban,5336,2,5,89,2601831.065295279
Suburban,3552,4,2,82,1477752.59061866
Rural,5205,2,1,63,986895.6040000288
Urban,4278,3,1,6,2198769.7247864683
Urban,1864,2,2,94,1001144.6064171286
Suburban,5999,5,2,28,2386732.250416726
Rural,5758,4,4,88,1167786.2986433664
Rural,1337,3,3,99,396065.60186400183
Suburban,4307,2,3,27,1629616.0965020307
Rural,1753,1,5,36,581987.9773581034
Rural,4121,4,3,37,952261.4430927951
Suburban,2984,7,4,3,1677045.0532166262
Urban,1177,5,4,34,1160297.2660756316
Rural,2210,1,2,8,498074.3779922726
Suburban,3824,6,3,34,1798205.8260063825
Rural,2729,5,2,46,702600.2279814493
Suburban,2743,2,3,40,1221372.8306103377
Rural,3338,7,4,79,1005893.8146507004
Urban,2182,2,2,64,1222633.536761815
Urban,2587,1,2,5,1294315.6897266987
Rural,2758,6,1,10,744831.3076467788
Suburban,5290,1,5,27,2060042.4177312744
Rural,3318,1,1,11,759541.819943658
Suburban,4886,6,4,85,2131095.5693532377
Urban,4187,2,1,21,2030483.8354142427
Suburban,5340,4,2,64,2058053.9956738425
Urban,5599,5,2,75,2699198.7720123245
Urban,1062,5,5,77,1101929.0792062602
Urban,3375,6,5,7,2152926.5502400734
Suburban,3094,4,2,23,1293186.054263309
Suburban,2413,6,5,24,1427167.478282793
Urban,545,7,2,28,818516.3449029227
Suburban,3256,7,2,30,1621505.8677706956
Suburban,2458,6,4,69,1304195.4371378447
Suburban,4615,7,3,41,2077816.2735363168
Urban,5265,7,5,99,2793988.366040481
Suburban,5990,2,2,46,2223567.322706989
Urban,1052,1,2,74,629972.0770296544
Suburban,4833,4,3,84,2011473.8521213834
Suburban,619,7,2,6,774641.0439211548
Urban,3269,5,1,31,1832025.543085957
Rural,4387,3,5,40,939915.229273085
Rural,3283,2,1,37,803193.7798648147
Urban,5099,7,2,33,2808083.4741338566
Rural,2198,4,1,22,637314.7190922863
Rural,3460,7,2,65,877150.8944174544
Suburban,5971,1,3,28,2114542.682510874
Urban,5429,7,3,68,2914710.5632944824
Rural,592,4,4,54,312456.51567357144
Suburban,2541,1,2,99,923817.1757378288
Urban,2706,5,4,16,1780136.6991839772
Rural,5372,5,1,7,1206105.590628946
Suburban,1766,7,2,64,1175100.9547151849
Rural,3770,7,5,19,1028977.4308047226
Urban,5635,7,5,22,3047852.0606604884
Urban,3436,3,2,80,1591023.3359286068
Suburban,5581,1,3,11,2029401.7476977077
Rural,1871,4,3,28,536641.2761654261
Rural,2844,2,2,49,539540.6772159305
Rural,2601,2,3,66,510993.2312265307
Rural,5330,4,2,76,1053849.5530533586
Urban,3343,2,1,2,1599918.2203475807
Rural,4710,4,3,18,1017633.1445446997
Urban,841,5,5,1,1035258.5357747755
Suburban,3289,6,5,25,1761540.4705494002
Rural,5397,4,5,16,1120235.8700805162
Urban,742,3,1,74,561278.050051909
Rural,5275,4,3,71,1076092.9464064497
Urban,5917,6,3,87,2930541.1604727586
Rural,2671,1,2,36,593245.3325482393
Rural,965,6,1,36,351590.5160663668
Urban,1914,7,2,89,1286435.5064452833
Suburban,872,1,3,28,511686.16314731166
Urban,3836,2,3,39,1928576.3361990603
Suburban,5885,2,1,48,2049725.5860513053
Suburban,5498,2,3,97,1954255.4850399818
Suburban,1181,4,2,85,604343.0455887583
Urban,1853,5,1,33,1192333.8439363097
Rural,1425,1,4,66,443951.5240296385
Urban,3388,4,3,60,1885281.2856143804
Suburban,970,5,5,20,928223.7520590211
Urban,3922,2,4,40,2128781.3047330314
Rural,3414,1,4,100,728518.3254852681
Rural,656,2,4,99,212121.18679122248
Rural,3006,6,2,45,733466.3388063043
Rural,3818,4,3,38,893255.0085286626
Rural,959,2,2,49,328231.38340690767
Suburban,1858,2,2,67,786665.0903550173
Rural,4939,4,5,35,1097095.4197381802
Rural,611,7,5,60,520090.78994408116
Rural,3696,3,5,95,754153.6202961192
Suburban,1116,5,2,18,794517.7887618853
Urban,3800,6,5,10,2305450.603382206
Rural,3962,1,1,21,770376.2350087791
Urban,4220,5,5,46,2402170.491827082
Urban,1089,7,4,3,1354355.942576852
Urban,5171,7,3,7,2879835.3735802085
Urban,521,4,4,33,815826.0278194423
Suburban,4537,1,3,83,1516235.8151504223
Urban,4938,4,5,59,2439440.530908224
Urban,730,6,1,87,763921.0402016573
Rural,1098,6,2,49,457124.5846201438
Suburban,1703,1,4,82,774461.3533741832
Suburban,4684,6,1,97,1885728.0182822407
Rural,3381,6,2,99,782348.764201333
Urban,4222,7,5,84,2461007.421053897
Urban,1811,6,3,39,1528169.270360292
Rural,810,6,5,22,611213.9641695718
Suburban,5759,4,2,50,2126872.4909512843
Rural,4916,4,4,78,1123297.592750554
Rural,5982,7,3,61,1243017.5284063576
Rural,3469,1,1,57,651196.3115967643
Suburban,1834,4,1,83,754297.9185526924
Rural,3342,7,5,81,875071.4951387896
Rural,5655,7,1,100,1082422.9429416116
Suburban,5748,5,4,37,2397973.7771369633
Suburban,5371,4,2,94,2104971.939104263
Urban,2219,5,3,16,1536381.8907374553
Urban,1473,7,2,9,1325495.8361300987
Suburban,5746,2,3,79,2060558.5454709926
Urban,763,7,5,56,1135052.3997144524
Rural,5603,2,3,89,1030564.6832373162
Urban,5101,2,1,38,2297133.4432999264
Rural,595,1,2,37,127826.92371117875
Suburban,2289,2,5,49,1060491.2859145296
Urban,4545,7,2,3,2550424.5244277995
Suburban,1584,2,3,33,879681.8588558509
Urban,522,5,2,19,735717.2462287421
Suburban,5951,6,2,64,2371407.3753380384
Suburban,2141,1,4,98,871867.275121784
Suburban,1366,2,5,90,742104.5169659576
Suburban,4156,1,2,77,1441778.1856849145
Urban,5408,5,2,14,2788432.766751441
Rural,885,6,4,97,316936.59331210324
Rural,4362,2,5,95,978440.3761802377
Urban,3595,4,3,70,1802068.9408696278
Suburban,5051,4,1,28,2026018.635788743
Urban,5857,7,3,88,2990771.7543228855
Rural,2857,4,5,95,725448.845865549
Rural,2788,2,1,33,653581.6743893035
Urban,5812,2,1,86,2410395.4989087605
Rural,5748,7,5,33,1382224.9058939787
Urban,2027,7,3,39,1574071.5787919203
Urban,3835,6,3,85,2146996.1510807774
Rural,3304,2,5,65,782234.8367903103
Rural,2398,3,2,93,430866.8853816531
Rural,2301,7,3,34,698642.2598234499
Suburban,3537,5,2,30,1545496.5753144769
Urban,640,5,4,68,810682.7162009832
Rural,1868,4,2,50,525172.994307833
Rural,1759,1,1,98,360653.91568312515
Suburban,4096,2,3,66,1616916.928248536
Suburban,646,7,3,96,812837.2126088578
Rural,4302,5,3,92,939310.1677329119
Urban,812,6,5,5,1072059.7259135498
Rural,1882,5,1,34,639513.3531065565
Urban,621,2,2,53,501446.0314955922
Rural,5398,1,4,50,1083384.2285528935
Suburban,3220,1,2,36,1215840.4597868375
Urban,2611,3,4,71,1550597.34857905
Suburban,1091,7,1,54,917846.4422432223
Urban,2497,5,3,62,1629727.3664332228
Suburban,4916,1,3,60,1808958.9891479607
Rural,4074,6,1,42,1027972.8377866839
Urban,1334,2,3,95,808671.7016894378
Rural,5703,4,3,85,1160632.596138086
Rural,3703,2,3,48,811413.6761513625
Urban,2713,2,2,92,1204010.6081001062
Suburban,1987,5,1,42,999089.067480049
Suburban,1503,6,5,50,1105358.9125930073
Rural,2070,6,5,57,724975.8025524036
Urban,1979,2,3,86,1196307.7617922178
Rural,2594,4,4,100,601226.967658414
Urban,3963,6,4,76,2210040.9970372813
Suburban,4343,4,1,40,1865616.1870490005
Rural,2364,3,1,15,550293.3280037246
Suburban,3947,2,3,59,1581293.1191569995
Suburban,2713,2,2,77,1044677.4090085161
Suburban,5253,2,4,23,2063064.1916563583
Rural,5852,3,2,42,1124552.7994780694
Urban,5263,7,3,25,2819450.299308345
Rural,5193,3,2,42,1169614.1516458765
Rural,3020,7,5,61,948859.8590165266
Urban,2292,4,2,95,1289481.5455897038
Suburban,1798,5,3,0,1124596.0234818866
Suburban,2970,1,1,89,955736.0587763308
Rural,580,1,2,4,161864.30057595996
Urban,3570,4,3,39,1963218.6288740942
Urban,1261,5,1,32,854127.5490797636
Urban,4570,1,1,14,2032254.704100312
Urban,4731,2,3,75,2220102.656850617
Urban,1855,3,5,20,1316890.4839443231
Suburban,1548,4,1,21,838171.6642984163
Rural,1536,2,4,15,460599.0775765685
Urban,2145,5,1,87,1211202.8873583635
Suburban,565,4,2,64,550659.2392215282
Urban,4960,6,1,59,2438067.8385136733
Rural,3128,6,5,4,863106.0108520892
Rural,768,1,1,50,231633.33941980964
Suburban,4737,1,1,37,1661158.968113582
Suburban,3941,7,1,2,1898571.6952832525
Suburban,1076,2,4,66,638343.6377695857
Suburban,3721,6,2,91,1641479.9938946462
Urban,1635,5,5,100,1259457.5157587659
Rural,514,2,3,31,292644.12410208513
Rural,1731,2,5,51,498246.3260953429
Suburban,3102,7,3,29,1618568.512937176
Urban,2692,5,4,10,1720129.474035942
Rural,4754,1,4,75,979066.5698977183
Suburban,644,2,2,14,425158.00099661667
Suburban,4897,3,3,4,1989551.2369248117
Suburban,2225,4,5,95,1020856.7677845493
Suburban,1419,3,2,64,681502.1986330068
Urban,1563,4,4,28,1340657.149882463
Rural,1668,4,1,23,377476.13973998476
Suburban,720,3,4,44,613253.7620795834
Suburban,5394,1,2,71,1886671.5149404092
Rural,5854,2,2,70,1176337.5698368053
Suburban,1552,7,4,20,1169153.7697402658
Rural,2057,3,4,87,556063.8476748707
Rural,948,7,5,77,571501.001218364
Urban,1080,1,1,91,539963.7300092878
Rural,5516,4,1,68,1155532.7697869476
Rural,2108,4,4,74,576225.4038959811
Urban,4411,5,3,61,2518732.5421175403
Suburban,898,7,2,6,850611.2852701789
Urban,4415,2,5,4,2146954.2412689608
Rural,1881,3,4,24,541461.9604932013
Urban,4323,3,2,64,2043242.3992474545
Rural,4040,5,5,74,990830.8710706343
Suburban,1691,1,4,15,700914.8676317955
Urban,1542,2,1,85,811563.6618916102
Urban,4092,3,4,57,2034200.1336907845
Urban,4906,4,4,23,2603164.336638839
Suburban,3562,4,3,44,1590265.8972057598
Rural,4666,5,4,92,987703.3768471043
Suburban,1455,5,1,25,906589.3816432497
Rural,3868,5,3,83,935533.0084397721
Rural,1061,4,5,1,449767.3070606367
Rural,2715,6,3,74,684583.9683403375
Urban,3920,2,2,29,1899475.0988317023
Urban,3776,4,3,16,1977711.7564786966
Urban,4591,7,4,37,2593590.8047974315
Suburban,2032,4,2,84,836957.770958455
Suburban,5746,4,1,89,2108842.9132914147
Urban,2431,6,2,89,1457000.881367935
Suburban,1985,6,4,80,1166291.3467866536
Suburban,3992,3,4,30,1731814.0867385792
Rural,1962,4,2,19,488155.0947419244
Suburban,2430,7,2,2,1401696.4012895916
Urban,4840,3,3,51,2348039.1381346523
Urban,552,4,2,75,588756.146709649
Suburban,4529,4,5,27,1982872.9298289712
Urban,1627,7,2,88,1191713.297894025
Urban,4069,5,2,87,2034453.9074013918
Rural,895,4,5,47,507544.78209381306
Suburban,3975,1,5,38,1629095.8150346014
Urban,936,2,3,12,701072.2359706276
Rural,4154,4,5,38,996032.7887273582
Suburban,2534,2,3,44,1041826.1109337589
Rural,3371,1,4,30,793313.7787023194
Rural,5850,7,1,96,1200563.3419572506
Suburban,5815,2,3,57,2251012.705577744
Rural,930,7,2,100,330831.6255514008
Urban,3844,2,1,28,1774793.8055102578
Rural,686,4,4,57,320483.25480952405
Urban,5391,4,2,97,2469160.457297047
Urban,3267,1,4,87,1524938.118290607
Rural,3251,2,2,64,701791.1626341844
Suburban,1172,4,3,54,847158.1943860638
Urban,5558,5,5,17,3012607.7819966446
Suburban,1537,7,3,48,1056478.633063696
Rural,5132,7,2,47,1191944.623026694
Suburban,1432,1,4,39,828650.9899336785
Rural,1158,1,1,60,342112.2806067657
Suburban,2341,7,5,73,1315723.4474163637
Urban,2574,7,3,29,1707343.161563453
Rural,4860,6,4,69,1131649.2648720574
Urban,908,2,1,98,501377.4980765464
Suburban,2235,3,2,58,1024725.4529357728
Rural,4081,4,5,4,1060288.7441858093
Suburban,1179,4,2,60,695558.8070120766
Rural,5759,5,2,63,1361678.7519929379
Urban,673,7,1,26,869648.1408721269
Urban,2722,5,4,85,1552977.5120870648
Urban,4485,6,2,53,2389918.8268901613
Rural,1666,5,3,11,536241.243471687
Suburban,3267,1,3,52,1302621.3322464046
Rural,1410,1,2,10,388311.5739933312
